,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
7383,Mitsubishi,Outlander,2015,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,31,25,436
5437,Volkswagen,Golf SportWagen,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,35,25,873
9749,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1439
7507,Honda,Passport,2002,regular unleaded,205.0,6.0,MANUAL,four wheel drive,4.0,,Midsize,4dr SUV,19,15,2202
2281,GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,549
10672,Ford,Transit Connect,2016,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,29,21,5657
6768,Acura,MDX,2016,premium unleaded (recommended),290.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,204
6193,Dodge,Journey,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851
5458,Volkswagen,Golf,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,36,25,873
3236,Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,26,18,1624
1077,Audi,A4,2016,premium unleaded (required),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,31,22,3105
10943,Toyota,Tundra,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,17,13,2031
11809,Toyota,Yaris iA,2017,regular unleaded,106.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,39,30,2031
10172,Toyota,Tacoma,2015,regular unleaded,159.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,Extended Cab Pickup,25,21,2031
4734,Ford,Five Hundred,2006,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,23,17,5657
7705,Toyota,Prius,2017,regular unleaded,121.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Hybrid",Compact,4dr Hatchback,50,54,2031
8993,Hyundai,Santa Fe,2016,regular unleaded,290.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,24,18,1439
7914,Infiniti,QX4,2001,premium unleaded (required),240.0,6.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,17,14,190
7856,Infiniti,Q70,2015,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,190
9397,GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,22,16,549
6534,Buick,Lucerne,2010,flex-fuel (unleaded/E85),227.0,6.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Sedan,26,17,155
10681,Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,27,20,5657
570,FIAT,500L,2015,premium unleaded (recommended),160.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,33,25,819
3050,Honda,CR-V,2015,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,27,2202
8712,Mazda,RX-8,2011,premium unleaded (required),232.0,,MANUAL,rear wheel drive,4.0,Performance,Compact,Coupe,22,16,586
10492,Acura,TLX,2015,premium unleaded (recommended),290.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,34,21,204
5459,Volkswagen,Golf,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,36,25,873
5441,Volkswagen,Golf SportWagen,2017,regular unleaded,170.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,35,25,873
3726,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Cargo Van,17,13,5657
6181,GMC,Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,18,14,549
7301,Honda,Odyssey,2016,regular unleaded,248.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,28,19,2202
7592,Honda,Pilot,2015,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,2202
10869,Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Wagon,30,22,204
5526,Suzuki,Grand Vitara,2013,regular unleaded,166.0,4.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,4dr SUV,25,19,481
7480,Volkswagen,Passat,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,25,873
8508,Honda,Ridgeline,2017,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Crew Cab Pickup,25,18,2202
8576,Nissan,Rogue,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,33,26,2009
1850,Volkswagen,Beetle Convertible,2015,diesel,150.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,40,30,873
7924,Infiniti,QX50,2016,premium unleaded (recommended),325.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,190
2184,Chevrolet,Camaro,2016,premium unleaded (recommended),275.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,30,21,1385
10815,Mazda,Tribute,2010,regular unleaded,171.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586
10673,Ford,Transit Connect,2016,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,29,21,5657
10941,Toyota,Tundra,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,2031
1482,Chevrolet,Astro,2003,regular unleaded,190.0,6.0,AUTOMATIC,all wheel drive,3.0,,Large,Passenger Minivan,16,12,1385
3576,Land Rover,Discovery Series II,2001,premium unleaded (required),188.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258
4039,Suzuki,Equator,2010,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,20,15,481
10526,Volkswagen,Touareg 2,2008,premium unleaded (required),350.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Performance",Midsize,4dr SUV,17,12,873
1421,Nissan,Altima,2017,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,32,22,2009
1086,Audi,A4,2017,premium unleaded (recommended),190.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,37,27,3105
331,Nissan,370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009
2442,Toyota,Celica,2005,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,2031
3129,Subaru,Crosstrek,2016,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,640
4940,Ford,Freestyle,2007,regular unleaded,203.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,17,5657
7493,Volkswagen,Passat,2017,premium unleaded (required),280.0,6.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,28,20,873
1519,Cadillac,ATS Coupe,2017,regular unleaded,335.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,30,20,1624
1168,GMC,Acadia,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,549
8761,Chevrolet,S-10,2002,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Extended Cab Pickup,20,15,1385
10712,Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,19,14,5657
3086,Honda,CR-Z,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202
276,Nissan,350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009
7309,Kia,Optima Hybrid,2015,regular unleaded,199.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,39,35,1720
8441,Acura,RDX,2017,premium unleaded (recommended),279.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,20,204
10823,Mazda,Tribute,2011,regular unleaded,171.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,586
7736,Chrysler,Prowler,2001,premium unleaded (required),253.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,21,15,1013
6897,Lincoln,MKZ,2015,regular unleaded,231.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,33,22,61
1483,Chevrolet,Astro,2003,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Passenger Minivan,19,14,1385
2193,Chevrolet,Camaro,2017,premium unleaded (recommended),275.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Convertible,30,20,1385
6816,Infiniti,M,2012,premium unleaded (required),330.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,26,18,190
7391,Mitsubishi,Outlander,2017,premium unleaded (recommended),224.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,20,436
10291,Ford,Taurus,2016,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,27,18,5657
7605,Honda,Pilot,2016,regular unleaded,280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,18,2202
7733,Mazda,Protege,2003,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,22,586
4405,Ford,Explorer,2016,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,24,17,5657
2801,Chevrolet,Colorado,2016,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Diesel,Compact,Crew Cab Pickup,26,18,1385
4055,Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385
5091,Infiniti,G Coupe,2012,premium unleaded (recommended),330.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,25,18,190
11015,Toyota,Tundra,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,13,2031
11470,Subaru,WRX,2017,premium unleaded (recommended),268.0,4.0,AUTOMATIC,all wheel drive,4.0,Performance,Compact,Sedan,24,18,640
8254,Land Rover,Range Rover Evoque,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,30,21,258
8605,Kia,Rondo,2009,regular unleaded,175.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,20,1720
6917,Lincoln,MKZ,2017,premium unleaded (recommended),245.0,4.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,31,21,61
5018,Nissan,Frontier,2017,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,23,16,2009
9935,Kia,Sportage,2017,regular unleaded,181.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,21,1720
9322,GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,24,18,549
8604,Kia,Rondo,2009,regular unleaded,192.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,26,18,1720
3250,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,19,1624
3118,Honda,Crosstour,2015,regular unleaded,192.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,31,22,2202
8420,Acura,RDX,2015,premium unleaded (recommended),273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,20,204
7328,Kia,Optima,2016,regular unleaded,178.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,,Midsize,Sedan,39,28,1720
1050,Audi,A3,2017,premium unleaded (recommended),186.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,35,26,3105
2213,Toyota,Camry Solara,2006,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Convertible,26,18,2031
8570,Nissan,Rogue Select,2015,regular unleaded,170.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,27,22,2009
4005,GMC,Envoy XUV,2005,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,12,549
2933,Toyota,Corolla,2015,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,37,29,2031
9639,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,22,17,1385
4250,Suzuki,Esteem,2002,regular unleaded,122.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,30,23,481
2902,Lincoln,Continental,2017,regular unleaded,305.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,26,17,61
11576,Volvo,XC60,2015,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,25,18,870
9374,GMC,Sierra 1500,2017,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,23,16,549
3252,Cadillac,CTS,2015,premium unleaded (recommended),272.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,30,20,1624
10571,Lincoln,Town Car,2011,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury",Large,Sedan,24,16,61
10822,Mazda,Tribute,2011,regular unleaded,171.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,28,21,586
1417,Nissan,Altima,2016,regular unleaded,270.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,32,22,2009
5184,Pontiac,G6,2008,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,30,22,210
6877,Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,17,61
9746,Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1439
3398,Mazda,CX-7,2012,premium unleaded (recommended),244.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,17,586
10459,Nissan,Titan,2017,regular unleaded,390.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Crew Cab Pickup,21,15,2009
10390,Hyundai,Tiburon,2006,regular unleaded,172.0,6.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,24,17,1439
623,Mazda,5,2013,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,22,586
3125,Honda,Crosstour,2015,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202
11497,BMW,X3,2017,diesel,180.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Midsize,4dr SUV,34,27,3916
1969,Chevrolet,Blazer,2003,regular unleaded,190.0,6.0,MANUAL,rear wheel drive,2.0,,Compact,2dr SUV,20,14,1385
8684,Lexus,RX 400h,2007,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,25,28,454
9069,Chrysler,Sebring,2010,flex-fuel (unleaded/E85),186.0,6.0,AUTOMATIC,front wheel drive,2.0,Flex Fuel,Midsize,Convertible,26,18,1013
6177,GMC,Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,four wheel drive,2.0,,Compact,2dr SUV,18,14,549
2776,Chevrolet,Colorado,2015,regular unleaded,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,26,18,1385
1650,Lincoln,Aviator,2003,premium unleaded (required),302.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,4dr SUV,17,12,61
8988,Hyundai,Santa Fe,2015,regular unleaded,290.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,1439
2048,Subaru,BRZ,2015,premium unleaded (required),200.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,30,22,640
11218,Hyundai,Veloster,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,28,1439
843,Saab,9-3,2010,premium unleaded (recommended),207.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Compact,Wagon,27,17,376
4358,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,19,13,5657
9311,GMC,Sierra 1500 Hybrid,2013,regular unleaded,332.0,8.0,AUTOMATIC,rear wheel drive,4.0,Hybrid,Large,Crew Cab Pickup,23,20,549
2453,Dodge,Challenger,2015,premium unleaded (recommended),485.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Large,Coupe,23,14,1851
11117,Volvo,V60 Cross Country,2016,regular unleaded,250.0,5.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,Wagon,28,20,870
10417,Volkswagen,Tiguan,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,26,20,873
3923,Buick,Enclave,2015,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,155
1885,Volkswagen,Beetle,2015,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,873
11451,Subaru,WRX,2015,premium unleaded (required),305.0,4.0,MANUAL,all wheel drive,4.0,"Factory Tuner,High-Performance",Compact,Sedan,23,17,640
10720,Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275.0,6.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Passenger Van,19,14,5657
9480,Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,13,1385
7679,Toyota,Prius v,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Wagon,40,44,2031
1468,Chrysler,Aspen,2009,regular unleaded,303.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,4dr SUV,19,14,1013
4560,Ford,F-150,2017,flex-fuel (unleaded/E85),282.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,25,18,5657
7404,Chrysler,Pacifica,2008,regular unleaded,253.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,Wagon,22,14,1013
1045,Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105
1811,Volkswagen,Beetle Convertible,2014,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,27,21,873
11599,Volvo,XC60,2016,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,31,23,870
9646,Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,24,18,1385
5099,Infiniti,G Sedan,2011,premium unleaded (recommended),328.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,25,18,190
10647,Ford,Transit Connect,2015,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,20,5657
4544,Ford,F-150,2016,regular unleaded,325.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,26,19,5657
6056,Volkswagen,Jetta SportWagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873
4946,Nissan,Frontier,2015,regular unleaded,261.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,22,16,2009
7909,Nissan,Quest,2016,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,27,20,2009
11785,Cadillac,XTS,2017,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,1624
3978,Buick,Envision,2016,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,20,155
4361,Ford,Explorer Sport Trac,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Crossover,Compact,Crew Cab Pickup,20,14,5657
9535,Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,24,18,1385
10527,Volkswagen,Touareg 2,2008,premium unleaded (required),280.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,20,14,873
7517,Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,4dr SUV,27,20,2009
10185,Toyota,Tacoma,2016,regular unleaded,159.0,4.0,MANUAL,four wheel drive,4.0,,Compact,Extended Cab Pickup,21,19,2031
5375,Volkswagen,Golf GTI,2015,premium unleaded (recommended),210.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,25,873
10455,Nissan,Titan,2015,regular unleaded,317.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,13,2009
8000,Volkswagen,Rabbit,2007,regular unleaded,150.0,5.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,28,19,873
11127,Volvo,V60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,31,22,870
4026,Volkswagen,Eos,2014,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,,Compact,Convertible,30,22,873
9789,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,36,27,1385
7745,Chrysler,PT Cruiser,2009,regular unleaded,150.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,26,21,1013
7347,Subaru,Outback,2017,regular unleaded,175.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,32,25,640
1759,Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640
6204,Dodge,Journey,2016,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,26,19,1851
3230,Cadillac,CTS Wagon,2013,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,26,18,1624
3836,Hyundai,Elantra Coupe,2014,regular unleaded,166.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,34,24,1439
7270,Lexus,NX 200t,2015,premium unleaded (required),235.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,21,454
3138,Ford,Crown Victoria,2011,flex-fuel (unleaded/E85),239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Sedan,24,16,5657
9075,Kia,Sedona,2015,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,22,17,1720
9786,Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,33,25,1385
353,Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009
1644,Chevrolet,Aveo,2011,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,27,1385
3041,Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202
8688,Lexus,RX 450h,2015,premium unleaded (required),295.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Luxury,Hybrid",Midsize,4dr SUV,28,32,454
2159,Dodge,Caliber,2011,regular unleaded,158.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,27,23,1851
3406,Mazda,CX-9,2015,regular unleaded,273.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,24,17,586
1237,Honda,Accord,2016,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,21,2202
1803,Volkswagen,Beetle Convertible,2014,diesel,140.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Diesel,Compact,Convertible,41,28,873
5759,Honda,HR-V,2016,regular unleaded,141.0,4.0,MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,34,25,2202
